pid,year,norm_source,n_obs,n_artifacts,mean_z,share_days_depressed,ph_valid,ph_peak,ph_peak_doy,ph_base,ph_amplitude,ph_sos_doy,ph_half_decline_doy,ph_integral,ph_covered_days,dev_peak_ratio,dev_peak_shift_days,dev_sos_shift_days,dev_integral_ratio,dev_decline_shift_days
AOI-0044,2020,история полигона,60,0,-1.0522203716480807,0.6572769953051644,True,0.21967067780150606,145,0.08059834778642419,0.13907233001508187,92,176.0,31.582039528460662,213,0.42605831124418125,3,0,0.5238730042678656,1.0
AOI-0044,2021,история полигона,43,0,0.15308191034858698,0.0,True,0.696145958629023,158,0.12113435652324488,0.5750116021057781,102,181.0,67.50295193642904,209,1.433947653885835,17,10,1.1679517230293728,8.0
AOI-0044,2022,история полигона,59,4,0.39389354755047135,0.0,True,0.6869414831433298,151,0.13035780732107463,0.5565836758222552,91,173.0,71.54730246725242,213,1.4164143370854776,10,-1,1.243862495556465,-2.0
AOI-0044,2023,история полигона,66,3,-0.4479500486489072,0.23943661971830985,True,0.23825591816785208,142,0.13384150500185746,0.10441441316599462,91,162.0,38.82481810970176,212,0.46326211505357967,0,-1,0.6497094218081264,-13.0
AOI-0044,2024,история полигона,61,0,0.13663765229201327,0.1596244131455399,True,0.8290260193333445,124,0.11346958109060805,0.7155564382427365,92,161.0,73.90102887229003,213,1.7322210741791766,-18,0,1.2901500824582184,-18.0
AOI-0044,2025,история полигона,74,1,-0.800744225540892,0.3004694835680751,True,0.19223339384454305,113,0.13579908100610313,0.056434312838439915,91,163.0,33.11976298235672,213,0.3707129982914056,-29,-1,0.5498893695367404,-12.0
AOI-0045,2010,история полигона,38,1,1.6969836667686147,0.19248826291079812,True,0.6666773381045599,185,0.019242951217564825,0.6474343868869951,112,213.0,61.293011640092004,207,1.3644798604116932,49,21,1.0980636879779255,45.0
AOI-0045,2011,история полигона,41,2,-0.546779102110257,0.352112676056338,True,0.235085850178711,132,0.1066598892988309,0.12842596087988012,91,162.0,36.34205119375385,197,0.48171928381477896,-6,0,0.631675040829785,-8.0
AOI-0045,2012,история полигона,21,0,-0.5180351748433264,0.4131455399061033,True,0.6724657170716062,125,-0.0041952580281386185,0.6766609750997448,92,168.0,55.905771717910504,212,1.4543094520549766,-13,0,0.9935657383302762,-3.0
AOI-0045,2013,история полигона,38,0,0.3115772362060072,0.0,True,0.5508611039879547,143,0.13043481936969176,0.420426284618263,102,169.0,57.03750757674727,213,1.1783417902975313,8,11,1.0145132707489417,-2.0
AOI-0045,2014,история полигона,51,0,-0.7266274110739718,0.14553990610328638,True,0.23898247047164906,131,0.12072631487587614,0.11825615559577292,93,158.0,33.76403263048055,213,0.4898284530434786,-7,2,0.5844077258225204,-12.0
AOI-0045,2015,история полигона,40,1,0.831776986411773,0.06572769953051644,True,0.7737967620361184,145,0.014105137455849279,0.7596916245802691,91,182.0,75.7274076487387,202,1.7097518360473467,9,0,1.381510097431248,12.0
AOI-0045,2016,история полигона,51,2,-0.0020153121516848903,0.03755868544600939,True,0.23754084006926496,143,0.1293149908286378,0.10822584924062717,92,170.0,44.333062014102225,213,0.48692635652846566,7,0,0.7792733313511725,-2.0
AOI-0045,2017,история полигона,61,3,0.5239581438797956,0.0,True,0.8280368319811284,148,0.12050958502501066,0.7075272469561178,91,174.0,82.12173939573776,206,1.8459488836708502,12,0,1.5090223200654962,5.0
AOI-0045,2018,история полигона,48,1,0.17538735106847236,0.028169014084507043,True,0.6354658736420911,136,0.08121618212021267,0.5542496915218784,91,164.0,59.31109097221752,209,1.3785340291334063,-2,0,1.058895150753177,-7.0
AOI-0045,2019,история полигона,74,0,-0.3140198290216217,0.17370892018779344,True,0.22714977690179636,128,0.12274731277745497,0.10440246412434138,97,166.0,39.40230402245375,213,0.46441997050686956,-10,6,0.6870989866195619,-4.0
AOI-0045,2020,история полигона,69,1,-0.09599060647510636,0.38028169014084506,True,0.7875461496279668,141,0.07848496638406513,0.7090611832439017,92,173.0,74.18195719942267,213,1.746182216954517,5,0,1.347126277617465,3.0
AOI-0045,2021,история полигона,48,1,-0.6164548421676496,0.29107981220657275,True,0.22056166999274737,142,0.12640861305907322,0.09415305693367415,109,169.0,33.38764426811675,209,0.451120694858525,6,18,0.578312507439939,-1.0
AOI-0045,2022,история полигона,67,2,1.3076100055973916,0.0,True,0.8450922681079942,134,0.14568813335702682,0.6994041347509674,91,170.0,91.92744037725004,213,1.8907852729036019,-4,-1,1.7069699593731251,0.0
AOI-0045,2023,история полигона,80,3,-0.382082516669368,0.07042253521126761,True,0.24098010428896047,140,0.1375923787516331,0.10338772553732736,91,161.0,39.78959878158341,213,0.49447715788386876,4,0,0.6940516502580564,-9.0
AOI-0045,2024,история полигона,66,0,0.13860585649932222,0.0,True,0.8136304330358186,126,0.10603606856897423,0.7075943644668444,92,160.0,72.81062185402217,213,1.801881457032502,-12,0,1.3207091923106813,-11.0
AOI-0045,2025,история полигона,69,0,-0.5927078496579599,0.24413145539906103,True,0.18779210418650144,111,0.13727685234618278,0.05051525184031866,91,171.0,34.09127227446179,213,0.38217323851936974,-27,0,0.5903804146394561,1.0
AOI-0046,2010,история полигона,34,3,0.23131443215253528,0.38497652582159625,True,0.4610440622267069,235,0.03461741071624353,0.4264266515104634,104,283.0,55.68540891825576,207,0.8193811482520692,92,12,0.8185634523802204,109.0
AOI-0046,2011,история полигона,39,1,-0.7255138250353709,0.2300469483568075,True,0.33315470013929915,135,0.11735178696614096,0.2158029131731582,91,166.0,41.11294481013479,204,0.5913298850762783,-8,-1,0.5961613836454969,-8.0
AOI-0046,2012,история полигона,18,0,0.7851551143929714,0.004694835680751174,True,0.6777215468487491,150,0.1238723344470591,0.5538492124016899,92,173.0,77.42948134756267,178,1.246995775541961,8,0,1.1650654898486195,-1.0
AOI-0046,2013,история полигона,32,1,0.19815596914578346,0.028169014084507043,True,0.549377898926419,145,-0.03711181911964434,0.5864897180460633,100,225.0,65.57710104330093,208,1.0019456040631383,2,8,0.973676957015701,52.0
AOI-0046,2014,история полигона,43,0,-0.17126936827302774,0.014084507042253521,True,0.7257979176104191,136,0.12447757493646065,0.6013203426739585,91,167.0,69.6307471788788,213,1.3497657010909152,-8,-1,1.0366075967204986,-7.0
AOI-0046,2015,история полигона,35,2,-0.642143589174114,0.26291079812206575,True,0.4042759289139853,176,0.09950547661237527,0.30477045230161004,98,198.0,41.46142551653654,198,0.7091272902349901,33,6,0.601955578238664,26.0
AOI-0046,2016,история полигона,39,0,0.3762539500549303,0.0,True,0.7886714273274259,128,0.17417773171583822,0.6144936956115876,92,171.0,84.42271202379503,213,1.4686634381484802,-16,0,1.2790352640548748,-6.0
AOI-0046,2017,история полигона,50,1,0.2190825731846695,0.0,True,0.7495292737716176,143,0.13877780616644658,0.6107514676051711,93,176.0,75.6897381408941,199,1.4024809347265168,0,1,1.1378973621487944,3.0
AOI-0046,2018,история полигона,40,0,-1.1479977361558313,0.5070422535211268,True,0.18303164078126405,137,0.07129165761637325,0.1117399831648908,91,281.0,30.013580233304143,206,0.31974905014184835,-6,-1,0.43018120141077876,107.0
AOI-0046,2019,история полигона,68,3,0.1500131559231664,0.004694835680751174,True,0.7403731871091752,145,0.11454616230252722,0.625827024806648,103,170.0,71.80941825579657,213,1.383601419673636,2,12,1.0732329313276563,-7.0
AOI-0046,2020,история полигона,60,1,-0.1284500213872532,0.36619718309859156,True,0.8201800920024116,135,0.10062051292508456,0.719559579077327,92,170.0,77.62587301016036,213,1.5464265174656302,-8,0,1.166734250446694,-4.0
AOI-0046,2021,история полигона,42,3,1.6312094836543383,0.0,True,0.7722529149538281,159,0.1558580882912518,0.6163948266625763,106,183.0,99.19234493165673,209,1.441584747945342,16,14,1.5245704649052603,11.0
AOI-0046,2022,история полигона,55,1,-0.8158369622905263,0.3192488262910798,True,0.2501445550477432,125,0.02967211347029006,0.22047244157745313,91,297.0,39.9685859435438,213,0.4401896640008784,-18,-1,0.5773716389997571,124.0
AOI-0046,2023,история полигона,63,0,0.3663855630260515,0.0,True,0.8381395287649868,131,0.14554248806658807,0.6925970406983987,91,175.0,86.66551975258352,210,1.580498057111301,-12,-1,1.3153015637391081,1.0
AOI-0046,2024,история полигона,50,0,-0.0031868092025051165,0.09389671361502347,True,0.8507589966896023,126,0.1283300919681358,0.7224289047214665,92,163.0,78.6019232924064,213,1.6059006461793175,-18,0,1.1829132215806306,-12.0
AOI-0046,2025,история полигона,71,8,0.5359705697285833,0.16901408450704225,True,0.6198646897429589,176,0.09726967453287502,0.5225950152100839,105,228.0,65.13780658718096,211,1.092681803042861,34,13,0.965731938451633,57.0
AOI-0047,2025,среднее по культуре (истории полигона нет),80,1,0.2930771923751002,0.0,True,0.8291487614928174,119,0.12795199891540954,0.7011967625774078,91,161.0,78.31781220433375,210,1.79545634881625,-18,-1,1.2701007796750836,-9.0
AOI-0048,2010,история полигона,39,2,-0.017892832049657827,0.14084507042253522,True,0.7439040393855437,159,-0.07667567536355559,0.8205797147490993,106,200.0,66.68782339439228,207,1.313252827446074,21,15,0.9993230555238639,27.0
AOI-0048,2011,история полигона,42,0,0.015753930327179116,0.0,True,0.7563720874660014,138,0.14772724450154567,0.6086448429644558,91,172.0,69.9156649806542,204,1.357250292375907,-2,0,1.0516198691829468,-3.0
AOI-0048,2012,история полигона,21,1,-0.9915467469339794,0.596244131455399,True,0.33628954357243823,141,0.11745993466287934,0.21882960890955888,107,161.0,36.68274578498312,196,0.5746787425113463,1,15,0.5354667524384333,-14.0
AOI-0048,2013,история полигона,36,0,0.49542175274217953,0.03286384976525822,True,0.7787678326661479,130,0.1240672032371587,0.6547006294289892,91,157.0,81.00645680298558,213,1.3915623342412475,-12,-4,1.230211650015823,-19.0
AOI-0048,2014,история полигона,50,1,-0.14600163556038834,0.22535211267605634,True,0.6159202885641631,177,0.1058188198536545,0.5101014687105087,105,204.0,59.28495713300471,213,1.0503924266969833,38,14,0.8804767211973069,32.0
AOI-0048,2015,история полигона,40,0,0.37472306517458437,0.0,True,0.7368500728489277,145,0.16688411106595114,0.5699659617829765,101,170.0,76.26383576175576,207,1.318772949573621,5,10,1.153674619462477,-6.0
AOI-0048,2016,история полигона,50,0,-0.7041865133783595,0.38497652582159625,True,0.32470852040381637,137,0.14468581437691366,0.1800227060269027,105,169.0,43.96262480251805,213,0.5540749569357019,-3,13,0.6445484718709014,-7.0
AOI-0048,2017,история полигона,62,1,0.3573338790419325,0.0,True,0.7668013996835716,146,0.14214750680193866,0.624653892881633,93,186.0,80.00200837137932,204,1.3764984207745794,7,2,1.2154968853235466,12.0
AOI-0048,2018,история полигона,46,0,-0.5553395483637894,0.24413145539906103,True,0.4463444163892345,162,0.11523902158597858,0.3311053948032559,118,188.0,49.44480297223359,213,0.7629044915422725,24,27,0.7274408094445647,14.0
AOI-0048,2019,история полигона,74,3,0.5068898920563412,0.0,True,0.7499874329835298,142,0.18280081001872067,0.567186622964809,98,166.0,77.60501169985996,213,1.3444213148539972,3,7,1.1748095576645805,-10.0
AOI-0048,2020,история полигона,71,7,-0.5378763048790948,0.48826291079812206,True,0.7579377460606495,150,0.10363758079759053,0.6543001652630589,92,174.0,60.831478680760355,213,1.3488881682352571,12,0,0.906093504820703,-1.0
AOI-0048,2021,история полигона,49,3,2.1113509392460075,0.0,True,0.7608228366774522,139,0.2566707102652184,0.5041521264122337,102,177.0,93.03544203872043,201,1.3662169130679769,-1,11,1.4335381367047457,3.0
AOI-0048,2022,история полигона,65,2,-0.4635442282168836,0.27699530516431925,True,0.48361022444445856,123,0.15914839023058322,0.3244618342138753,91,141.0,52.019412427752,213,0.8249217512934469,-19,0,0.7673388455549799,-34.0
AOI-0048,2023,история полигона,75,1,0.5497663258714972,0.0,True,0.8218251849989534,136,0.16392238264361375,0.6579028023553397,91,176.0,87.03654383657816,213,1.4862994042814823,-4,0,1.3303552607026412,1.0
AOI-0048,2024,история полигона,64,2,0.4908988184906758,0.3192488262910798,True,0.5203092282527559,227,0.17077512958995245,0.3495340986628035,180,248.0,58.229539061905626,213,0.8743926752279961,87,88,0.8655300313605425,73.0
AOI-0048,2025,история полигона,72,1,-0.3083004675738744,0.22535211267605634,True,0.7544924863788542,120,0.13297225154553793,0.6215202348333163,95,153.0,64.0344067359574,209,1.3350212104734451,-22,4,0.9569779541875149,-23.0
AOI-0049,2025,среднее по культуре (истории полигона нет),51,0,-0.5006694406909962,0.45539906103286387,True,0.7783368046655432,128,0.1476229541369609,0.6307138505285823,91,155.0,69.87507987856563,205,1.3011337399536511,-19,0,0.8178562708087688,-40.0
AOI-0050,2010,история полигона,29,0,-0.2568616761156062,0.014084507042253521,True,0.6984160744754834,166,0.18368446013908618,0.5147316143363971,105,217.0,94.73763972736378,213,1.1744837327493503,0,5,0.9548009593906736,-25.0
AOI-0050,2011,история полигона,39,0,0.6418575320368369,0.11737089201877934,True,0.7190090373646163,157,0.1720718234409967,0.5469372139236196,114,279.0,109.33243298388052,207,1.210001648924098,-9,14,1.114357334313705,43.0
AOI-0050,2012,история полигона,28,0,0.23909054451757603,0.018779342723004695,True,0.6449855130551136,165,0.11275434202776449,0.5322311710273492,98,,103.60487373067161,212,1.0781145254712503,-1,-2,1.050880126982753,
AOI-0050,2013,история полигона,34,0,0.7684139174426826,0.0,True,0.6457629213235375,165,0.22266104152453098,0.42310187979900654,98,,112.77614666830644,213,1.0794864050267166,-1,-3,1.1512659263853318,
AOI-0050,2014,история полигона,41,0,0.39034619049253133,0.0,True,0.6787607776280097,197,0.24492492068812344,0.43383585693988624,100,252.0,106.34944767361736,213,1.134941671217134,30,0,1.0804356420952692,12.0
AOI-0050,2015,история полигона,40,1,-0.5310602434467867,0.3615023474178404,True,0.6699420515081742,177,0.19930928152445912,0.47063276998371506,91,231.0,88.74452411441418,213,1.1137965611894474,13,-8,0.8908148726436461,-15.0
AOI-0050,2016,история полигона,33,6,-0.2811474993776918,0.22535211267605634,True,0.6400872930208512,168,0.2686208279818581,0.3714664650389931,123,212.0,83.26829400735309,181,1.0691271800789104,2,23,0.8388988276182727,-30.0
AOI-0050,2017,история полигона,56,8,-0.5535747026234231,0.2300469483568075,True,0.6405326858438731,184,0.02215338595853055,0.6183792998853426,99,262.0,85.36029233418469,201,1.0634950486185784,19,0,0.85699600618661,20.0
AOI-0050,2018,история полигона,51,0,-0.7212600267873026,0.2300469483568075,True,0.541455759308663,184,0.19182748964233873,0.3496282696663242,106,255.0,85.05562612601364,213,0.8892079645756554,18,6,0.8516153959357649,17.0
AOI-0050,2019,история полигона,55,1,0.6993008875812075,0.018779342723004695,True,0.8199533240114842,162,0.21483480448270872,0.6051185195287755,104,228.0,112.67471358548306,213,1.3956869387729443,-5,4,1.1495750215008746,-16.0
AOI-0050,2020,история полигона,69,0,-0.24724746251669455,0.19718309859154928,True,0.7025086266698202,158,0.202565948815302,0.4999426778545182,92,223.0,94.86666290656407,213,1.1782006740012139,-9,-11,0.9560121911657009,-16.0
AOI-0050,2021,история полигона,59,5,0.9601864449747627,0.0,True,0.7500581177055927,173,0.40338493705754225,0.34667318064805047,113,205.0,110.78542685032488,196,1.2667940467072647,7,13,1.1335122864057896,-36.0
AOI-0050,2022,история полигона,54,3,1.4761703920089082,0.20187793427230047,True,0.7476065706742344,224,0.401865820884717,0.3457407497895174,98,278.0,118.5639704210067,212,1.2225831560270226,58,-5,1.2156893669130717,46.0
AOI-0050,2023,история полигона,64,3,-0.16176435024732289,0.19248826291079812,True,0.6614074013649192,132,0.08307791380948655,0.5783294875554326,91,260.0,95.12744794725575,213,1.0846789839892337,-36,-10,0.959137998287009,19.0
AOI-0050,2024,история полигона,68,2,-1.0520031465125408,0.48826291079812206,True,0.4510555197189601,142,0.29181190137164453,0.15924361834731554,92,217.0,79.75596685267638,213,0.7351562834565998,-24,-2,0.7961783549621281,-38.0
AOI-0050,2025,история полигона,51,1,-1.1155548314860908,0.5727699530516432,True,0.5517224014187345,132,0.30269181581359783,0.2490305856051367,106,149.0,76.82381390733983,206,0.8969699438023937,-33,6,0.7664878221228111,-95.0
AOI-0051,2010,история полигона,27,0,-0.32324740711365385,0.056338028169014086,True,0.6390704522317969,157,0.21325666976741559,0.42581378246438134,94,186.0,80.34616355969858,213,1.0370319781623334,18,3,0.9196218804422898,-7.0
AOI-0051,2011,история полигона,32,1,0.6361247626358366,0.28169014084507044,True,0.6869210146180923,185,0.11900854971599932,0.567912464902093,118,264.0,93.51656969927294,213,1.0972669327924307,45,27,1.0818118867380793,78.0
AOI-0051,2012,история полигона,21,0,0.16162640706993836,0.04225352112676056,True,0.5889670675864564,156,0.06143690681095965,0.5275301607754967,99,246.0,86.96119354685067,185,0.9569635448811834,17,7,1.001926169924124,48.0
AOI-0051,2013,история полигона,30,1,0.33179915163416945,0.13615023474178403,True,0.7068165958306836,132,0.2950897155026517,0.4117268803280319,93,155.0,93.0802953383088,212,1.1623848022312986,-9,2,1.0766025948188007,-39.0
AOI-0051,2014,история полигона,35,1,0.280675761863212,0.0,True,0.7600458442999656,128,0.19108094182199867,0.5689649024779669,91,163.0,96.8318755299702,213,1.2558099474866835,-13,-4,1.1227442065975857,-29.0
AOI-0051,2015,история полигона,35,0,0.0507985884409682,0.20187793427230047,True,0.7390317247113255,160,0.04707570454520271,0.6919560201661228,105,225.0,86.99321870744257,212,1.2086957458170844,22,14,1.0009985844056566,36.0
AOI-0051,2016,история полигона,26,4,0.06376917222475109,0.0,True,0.7056300880236774,113,0.26101733024176316,0.4446127577819143,92,172.0,79.6317162543621,174,1.1505944087150872,-26,0,0.9195045153789245,-31.0
AOI-0051,2017,история полигона,52,9,-0.09425036595286161,0.28169014084507044,True,0.5908081219969276,221,-0.07416992403320788,0.6649780460301354,91,278.0,83.28507756932737,213,0.941384701354782,83,0,0.9555474962526955,94.0
AOI-0051,2018,история полигона,45,4,-0.69858228381091,0.3380281690140845,True,0.6647399724825445,133,0.20005523335201936,0.4646847391305251,91,163.0,72.85685131466796,213,1.0884360996100662,-8,-1,0.8291226904074306,-32.0
AOI-0051,2019,история полигона,49,1,-0.470738717254451,0.2535211267605634,True,0.7515780831645533,136,0.08449150670534424,0.6670865764592091,91,161.0,80.22285460701626,213,1.245937061278022,-5,-2,0.918070933340695,-33.0
AOI-0051,2020,история полигона,63,0,-0.3147913266426589,0.19248826291079812,True,0.7323349496628144,154,0.08384431875542991,0.6484906309073846,92,193.0,80.5114256649776,213,1.2015543043944341,16,0,0.9223040458846045,3.0
AOI-0051,2021,история полигона,51,2,0.13000079489511898,0.03755868544600939,True,0.7962223315398909,140,-0.016810144140228914,0.8130324756801198,98,183.0,88.18929709930623,213,1.3274384061600075,1,7,1.0155943923166566,-13.0
AOI-0051,2022,история полигона,48,4,0.9230402865842736,0.22065727699530516,True,0.7500526197034425,185,0.08324507232242245,0.66680754738102,99,262.0,99.57356248575405,213,1.193922691016583,47,8,1.157313189207627,78.0
AOI-0051,2023,история полигона,61,2,0.552380886964271,0.0,True,0.8096118713124437,140,0.2647532858874163,0.5448585854250274,92,172.0,99.9157583643554,212,1.3518704848051255,1,1,1.161515225120671,-23.0
AOI-0051,2024,история полигона,58,0,-0.6765566636981335,0.14084507042253522,True,0.5210854219094501,161,0.22310194686073656,0.2979834750487135,92,183.0,70.32342410290057,213,0.8386879961845258,22,0,0.8002011950191641,-48.0
AOI-0051,2025,история полигона,58,0,-0.2480779920347478,0.5117370892018779,True,0.854636082400244,123,0.160687818855961,0.6939482635442831,91,160.0,86.93235845391074,213,1.423955274403194,-18,-1,1.0001552388753556,-46.0
AOI-0052,2010,история полигона,30,0,0.27275350811579707,0.1267605633802817,True,0.6734133368715063,181,0.14017649280534825,0.533236844066158,103,227.0,81.08177748949377,213,1.1141089761220344,37,12,1.0275144055560674,39.0
AOI-0052,2011,история полигона,42,1,0.17911919509620197,0.0,True,0.7073111358812955,147,0.18807996966471813,0.5192311662165774,104,184.0,80.22617143802587,207,1.2066752131342782,2,13,1.0171461036450162,-10.0
AOI-0052,2012,история полигона,29,0,0.29761414420616783,0.028169014084507043,True,0.5450994872405793,143,0.11978837143715233,0.425311115803427,97,202.0,78.8833494648263,212,0.9132400971338286,-2,5,1.000632325728928,-1.0
AOI-0052,2013,история полигона,35,3,0.4278432148536241,0.009389671361502348,True,0.525902862329552,120,0.1909134654863702,0.33498939684318174,94,225.0,85.24856877048072,210,0.8757421796027338,-25,3,1.0856708160586408,32.0
AOI-0052,2014,история полигона,44,0,-0.052886043369530955,0.12206572769953052,True,0.8068632965537885,125,0.13503466448526819,0.6718286320685203,91,160.0,83.73300081952074,213,1.37228875598494,-22,0,1.0642168103119911,-35.0
AOI-0052,2015,история полигона,46,1,0.07261070197674822,0.04225352112676056,True,0.5863961710976362,200,0.1225150650999842,0.463881105997652,91,234.0,79.32466397252682,213,0.97537892419957,55,0,1.0038431817194091,45.0
AOI-0052,2016,история полигона,39,2,-0.2836708088307912,0.2676056338028169,True,0.8386600172108757,128,0.1276741755089687,0.710985841701907,92,163.0,78.5119924588702,213,1.4408625225893485,-19,0,0.995689140567639,-47.0
AOI-0052,2017,история полигона,61,4,0.37698266144357206,0.051643192488262914,True,0.8427749304853847,138,0.033917388887139764,0.8088575415982449,95,177.0,91.47142309393845,209,1.460622154450819,-7,4,1.1713929911086942,-20.0
AOI-0052,2018,история полигона,59,1,-0.6903535345197352,0.41784037558685444,True,0.5773800534961278,181,0.13137462642983705,0.4460054270662907,121,201.0,57.26299722545896,213,0.9500424008017402,37,30,0.7113312663465543,13.0
AOI-0052,2019,история полигона,62,2,-0.3032562996228611,0.26291079812206575,True,0.8241146751653269,139,0.1269835536116726,0.6971311215536543,91,163.0,78.84145437321189,213,1.4218200554120926,-7,0,0.9979074897825299,-34.0
AOI-0052,2020,история полигона,76,5,0.8861279331889302,0.2676056338028169,True,0.7251111076727402,176,0.08994296033798263,0.6351681473347576,120,240.0,82.39003766151686,213,1.188515044037132,33,28,1.0477293732654647,46.0
AOI-0052,2021,история полигона,65,5,0.18733316459544677,0.0,True,0.8314179800048782,140,0.1498609962134985,0.6815569837913797,101,178.0,83.745061610589,203,1.4385524816740165,-5,10,1.0676421158581488,-19.0
AOI-0052,2022,история полигона,61,0,0.15465871730400793,0.1643192488262911,True,0.8437200214449512,144,0.1609541587029705,0.6827658627419807,91,172.0,87.17324758581525,213,1.46244513087876,-1,0,1.110961001838533,-26.0
AOI-0052,2023,история полигона,75,3,0.17816413584261145,0.3051643192488263,True,0.7243615352070971,205,-0.0512733834667555,0.7756349186738526,93,239.0,76.31426112406396,211,1.175684858448868,60,2,0.9638298922957289,53.0
AOI-0052,2024,история полигона,72,3,-0.4791826515597257,0.5586854460093896,True,0.8148076110737619,126,0.11409445028364791,0.7007131607901139,92,165.0,74.31383868643027,213,1.4037365616051432,-19,0,0.9391299851482952,-47.0
AOI-0052,2025,история полигона,60,1,-0.6923108098942252,0.460093896713615,True,0.5996469676777844,182,0.12877546001742146,0.4708715076603629,141,201.0,56.029876965626855,213,0.9746918676221044,39,50,0.695360062176347,14.0
AOI-0053,2010,история полигона,30,0,0.12326941137041865,0.2347417840375587,True,0.6245009285469828,191,0.08137321211510722,0.5431277164318756,106,232.0,77.59986850745946,213,1.108637369087704,37,15,0.9675824781974333,15.0
AOI-0053,2011,история полигона,44,3,0.2416936205094501,0.3145539906103286,True,0.6689966033889196,186,0.1383335592468433,0.5306630441420763,121,230.0,77.38935925099278,207,1.1754649803848505,39,30,0.9656592155184429,13.0
AOI-0053,2012,история полигона,28,2,0.2647728475759902,0.04225352112676056,True,0.6242342205175917,154,0.08730021407606776,0.5369340064415239,98,232.0,81.05861065295755,199,1.1195291573932193,6,6,1.0160619579691512,13.0
AOI-0053,2013,история полигона,37,3,-0.0024831224753814147,0.07511737089201878,True,0.5096011904285201,172,0.16792128196498649,0.3416799084635337,91,226.0,76.66012282408178,213,0.9017891884334813,25,0,0.9554653655245013,7.0
AOI-0053,2014,история полигона,42,3,0.3718612044331312,0.03755868544600939,True,0.6280445987781723,183,0.12488124170601524,0.5031633570721571,101,229.0,86.14205476194698,212,1.121353407708194,29,10,1.0822112902947478,11.0
AOI-0053,2015,история полигона,43,1,0.02836585161585815,0.16901408450704225,True,0.6366930657806582,158,0.13772171036764438,0.49897135541301385,91,224.0,84.55767242221826,213,1.1482267538933406,12,0,1.060966114836652,5.0
AOI-0053,2016,история полигона,35,2,0.24847089051691906,0.0,True,0.6290739997449568,165,0.19397053965785993,0.4351034600870969,99,210.0,82.3362863422694,213,1.126722060727508,19,7,1.0329650325188269,-10.0
AOI-0053,2017,история полигона,64,7,-0.06307712451112085,0.352112676056338,True,0.7117612720839794,158,0.05885651070136228,0.6529047613826171,95,204.0,82.55788736721115,202,1.297945066780289,4,4,1.0363907586421002,-18.0
AOI-0053,2018,история полигона,57,2,-0.4195920414580764,0.2535211267605634,True,0.6556978746170643,146,0.15470853843074123,0.5009893361863231,91,174.0,73.8712066627027,213,1.1832370362113918,-8,0,0.9186822140098732,-48.0
AOI-0053,2019,история полигона,57,3,-0.08715564163539923,0.06572769953051644,True,0.5915850515853001,156,0.14468836066229393,0.4468966909230061,91,215.0,78.24924972884426,213,1.0635137143612754,2,0,0.9766258940656909,-6.0
AOI-0053,2020,история полигона,65,1,-0.8325040378090326,0.4507042253521127,True,0.5172794245579772,161,0.1328009929872065,0.38447843157077066,92,195.0,64.63022876059809,213,0.916163909654138,14,0,0.7988850368081849,-26.0
AOI-0053,2021,история полигона,61,9,0.9021917896938144,0.0,True,0.7023130214485099,160,0.19449561354474565,0.5078174079037643,105,191.0,89.30273614373712,199,1.2791718301934631,6,14,1.1296658902655177,-30.0
AOI-0053,2022,история полигона,61,6,0.20655304243992811,0.0,True,0.6168724640655313,132,0.16376184998253238,0.4531106140829989,92,232.0,85.19185218681845,212,1.1047220608436874,-22,1,1.0698442929253023,13.0
AOI-0053,2023,история полигона,69,0,-0.08139038649091108,0.3568075117370892,True,0.8132425653478356,136,-0.028692772254253793,0.8419353376020894,91,191.0,85.48360414607474,213,1.4858869952138702,-18,0,1.0735481296016123,-30.0
AOI-0053,2024,история полигона,74,3,-0.3629392888338455,0.2676056338028169,True,0.5142583982365788,186,0.16188958892452915,0.35236880931204967,92,241.0,70.28325634231796,213,0.8928231372350671,39,0,0.8727101740313823,24.0
AOI-0053,2025,история полигона,49,0,-0.589738490413964,0.5258215962441315,True,0.847053399139963,117,0.1341096445957738,0.7129437545441892,91,153.0,74.35378692439774,210,1.4974226779898636,-37,0,0.9259345642188974,-69.0
AOI-0054,2025,среднее по культуре (истории полигона нет),56,1,2.0080706102177044,0.0,True,0.7677390352538661,155,0.5273879708261116,0.24035106442775456,99,298.0,148.11342046076584,213,1.2834176108086248,8,8,1.7336007332698848,103.0
AOI-0055,2010,история полигона,26,0,-0.8882157160244285,0.39906103286384975,True,0.5473236919989076,193,0.1793194609895123,0.36800423100939533,99,227.0,86.79137680025917,213,0.9936848138172589,15,-6,0.8964247992515576,-23.0
AOI-0055,2011,история полигона,36,1,-0.3541149590292451,0.2347417840375587,True,0.5740012405095162,183,0.18732392146957552,0.3866773190399406,107,,91.57077350039246,207,1.0477461241922348,5,4,0.9504649142118913,
AOI-0055,2012,история полигона,25,2,0.06597025689946868,0.107981220657277,True,0.5713112841184486,165,0.13566320819960667,0.4356480759188419,96,,94.92567247304422,194,1.0414332570315459,-14,-4,0.988058688915794,
AOI-0055,2013,история полигона,31,2,-0.08804915010023309,0.11267605633802817,True,0.5288164590086809,187,0.20769636697346813,0.32112009203521275,91,287.0,93.62539494754856,207,0.9594538401580869,10,-12,0.9731382261137087,40.0
